gene	pDN	pGOF	pLOF	pDN_missing	pGOF_missing	pLOF_missing	pfam_family	is_singleton_family_badonyi	pDN_familyresid	pGOF_familyresid	pLOF_familyresid	pDN_familyresid_missing	pGOF_familyresid_missing	pLOF_familyresid_missing
ATP6V1B1	0.777331	0.592337	0.295643	0.0	0.0	0.0	PF00006	0	0.1250646666666667	0.1265646666666666	-0.17869933333333338	0.0	0.0	0.0
ATP6V1B2	0.483604	0.339231	0.648977	0.0	0.0	0.0	PF00006	0	-0.1686623333333333	-0.1265413333333334	0.17463466666666666	0.0	0.0	0.0
ATP6V1E1	0.71822	0.564465	0.321204	0.0	0.0	0.0	PF01991	1	0.0	0.0	0.0	1.0	1.0	1.0
ATP7A	0.499872	0.596554	0.579054	0.0	0.0	0.0	PF00122	0	-0.0922615	-0.049600499999999936	0.09284549999999997	0.0	0.0	0.0
ATP7B	0.684395	0.695755	0.393363	0.0	0.0	0.0	PF00122	0	0.0922615	0.04960050000000005	-0.09284549999999997	0.0	0.0	0.0
ATP8A2	0.781842	0.780199	0.231618	0.0	0.0	0.0	PF13246	0	0.1286412857142858	0.046285714285714374	-0.12818700000000005	0.0	0.0	0.0
ATP8B1	0.766361	0.750189	0.203498	0.0	0.0	0.0	PF13246	0	0.11316028571428571	0.016275714285714393	-0.15630700000000003	0.0	0.0	0.0
ATR	0.618126	0.466793	0.342998	0.0	0.0	0.0	PF02259	0	0.04767033333333326	0.0025413333333332844	-0.101045	0.0	0.0	0.0
ATRX	0.303527	0.155188	0.771017	0.0	0.0	0.0	PF17981	1	0.0	0.0	0.0	1.0	1.0	1.0
ATXN7	0.284357	0.214353	0.875128	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
AUH	0.706526	0.619326	0.311612	0.0	0.0	0.0	PF00378	0	-0.03841850000000002	-0.0017804999999999627	0.02178749999999996	0.0	0.0	0.0
AURKC	0.761778	0.690151	0.305293	0.0	0.0	0.0	PF00069	0	0.20147979166666663	0.10904162500000003	-0.21230374999999996	0.0	0.0	0.0
AUTS2	0.278804	0.154327	0.904187	0.0	0.0	0.0	PF15336	1	0.0	0.0	0.0	1.0	1.0	1.0
B3GALNT2	0.634619	0.673854	0.261695	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
B3GALT6	0.644642	0.720914	0.26361	0.0	0.0	0.0	PF01762	1	0.0	0.0	0.0	1.0	1.0	1.0
B3GAT3	0.578919	0.560552	0.348775	0.0	0.0	0.0	PF03360	1	0.0	0.0	0.0	1.0	1.0	1.0
B3GLCT	0.601992	0.531775	0.296724	0.0	0.0	0.0	PF02434	1	0.0	0.0	0.0	1.0	1.0	1.0
B4GALT1	0.65835	0.636759	0.352103	0.0	0.0	0.0	PF02709	0	0.013366500000000059	0.028550999999999993	-0.0022709999999999675	0.0	0.0	0.0
B4GALT7	0.631617	0.579657	0.356645	0.0	0.0	0.0	PF02709	0	-0.013366499999999948	-0.028550999999999993	0.002271000000000023	0.0	0.0	0.0
B9D1	0.603809	0.627212	0.375893	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BAG3	0.425138	0.414502	0.524556	0.0	0.0	0.0	PF02179	1	0.0	0.0	0.0	1.0	1.0	1.0
BANF1	0.410022	0.443942	0.505396	0.0	0.0	0.0	PF02961	1	0.0	0.0	0.0	1.0	1.0	1.0
BAP1	0.291251	0.3445	0.769779	0.0	0.0	0.0	PF01088	0	0.008745000000000003	-0.0330105	0.10811499999999996	0.0	0.0	0.0
BARD1	0.465562	0.267632	0.577229	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BBIP1	0.744057	0.750884	0.353136	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BBS1	0.599232	0.439982	0.410276	0.0	0.0	0.0	PF14779	1	0.0	0.0	0.0	1.0	1.0	1.0
BBS10	0.529585	0.313996	0.423352	0.0	0.0	0.0	PF00118	0	-0.05693719999999991	-0.17849500000000007	0.0036363999999999286	0.0	0.0	0.0
BBS12	0.586792	0.425601	0.332181	0.0	0.0	0.0	PF00118	0	0.00026980000000009774	-0.06689000000000006	-0.08753460000000007	0.0	0.0	0.0
BBS2	0.495971	0.36378	0.471233	0.0	0.0	0.0	PF23351	1	0.0	0.0	0.0	1.0	1.0	1.0
BBS4	0.624145	0.655923	0.398825	0.0	0.0	0.0	PF13414	1	0.0	0.0	0.0	1.0	1.0	1.0
BBS5	0.607764	0.477717	0.335341	0.0	0.0	0.0	PF07289	1	0.0	0.0	0.0	1.0	1.0	1.0
BBS7	0.572406	0.425184	0.357784	0.0	0.0	0.0	PF23360	1	0.0	0.0	0.0	1.0	1.0	1.0
BBS9	0.600548	0.48018	0.379725	0.0	0.0	0.0	PF14727	1	0.0	0.0	0.0	1.0	1.0	1.0
BCAP31	0.728556	0.577078	0.333384	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BCAS3	0.570264	0.484646	0.568265	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BCAT2	0.633233	0.646699	0.369045	0.0	0.0	0.0	PF01063	1	0.0	0.0	0.0	1.0	1.0	1.0
BCKDHA	0.7046	0.609587	0.304823	0.0	0.0	0.0	PF00676	0	0.1613715	0.1170425	-0.19089249999999996	0.0	0.0	0.0
BCKDHB	0.647337	0.572683	0.36313	0.0	0.0	0.0	PF02779	0	-0.06020133333333333	-0.03125566666666668	0.046364666666666665	0.0	0.0	0.0
BCL10	0.484926	0.811606	0.347742	0.0	0.0	0.0	PF00619	0	-0.0904548	0.14265260000000002	-0.007057800000000003	0.0	0.0	0.0
BCL11A	0.316868	0.199398	0.851623	0.0	0.0	0.0	PF25491	0	-0.014430500000000013	-0.022838999999999998	-0.00214700000000001	0.0	0.0	0.0
BCL11B	0.345729	0.245076	0.855917	0.0	0.0	0.0	PF25491	0	0.014430500000000013	0.022838999999999998	0.00214700000000001	0.0	0.0	0.0
BCOR	0.182607	0.22032	0.878501	0.0	0.0	0.0	PF12796	0	-0.3454495454545454	-0.35802672727272733	0.3621394545454546	0.0	0.0	0.0
BCS1L	0.697297	0.468891	0.364301	0.0	0.0	0.0	PF00004	0	0.06517090909090906	-0.011830090909090873	-0.06631972727272728	0.0	0.0	0.0
BEST1	0.755346	0.815669	0.280428	0.0	0.0	0.0	PF01062	1	0.0	0.0	0.0	1.0	1.0	1.0
BFSP1	0.679247	0.803052	0.308827	0.0	0.0	0.0	PF00038	0	-0.23219888235294106	-0.08597188235294129	0.06998629411764706	0.0	0.0	0.0
BGN	0.660877	0.62986	0.439088	0.0	0.0	0.0	PF13855	0	-0.02668550000000003	-0.11170075000000002	0.08563149999999997	0.0	0.0	0.0
BHLHA9	0.522482	0.583347	0.60707	0.0	0.0	0.0	PF00010	0	0.022103375000000036	0.25053962499999993	-0.09573549999999997	0.0	0.0	0.0
BICRA	0.195816	0.307869	0.824681	0.0	0.0	0.0	PF15249	1	0.0	0.0	0.0	1.0	1.0	1.0
BIN1	0.481643	0.561766	0.582076	0.0	0.0	0.0	PF03114	1	0.0	0.0	0.0	1.0	1.0	1.0
BLM	0.638501	0.292577	0.383368	0.0	0.0	0.0	PF08072	1	0.0	0.0	0.0	1.0	1.0	1.0
BLOC1S3	0.582674	0.756511	0.332534	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BLOC1S6	0.760504	0.668896	0.261993	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BMP1	0.758321	0.71296	0.293717	0.0	0.0	0.0	PF01400	1	0.0	0.0	0.0	1.0	1.0	1.0
BMP2	0.396664	0.232734	0.688336	0.0	0.0	0.0	PF00019	0	0.006152600000000008	-0.01455579999999998	0.02521680000000004	0.0	0.0	0.0
BMP4	0.419331	0.267669	0.64428	0.0	0.0	0.0	PF00019	0	0.0288196	0.020379200000000014	-0.018839199999999945	0.0	0.0	0.0
BMPER	0.705606	0.671153	0.274211	0.0	0.0	0.0	PF08742	0	0.015400999999999998	0.0009240000000000359	0.01149599999999995	0.0	0.0	0.0
BMPR1A	0.462517	0.551468	0.612193	0.0	0.0	0.0	PF01064	0	-0.010318599999999956	-0.050998200000000105	0.006767599999999985	0.0	0.0	0.0
BMPR1B	0.467295	0.538742	0.619768	0.0	0.0	0.0	PF01064	0	-0.005540599999999951	-0.06372420000000001	0.014342599999999983	0.0	0.0	0.0
BMPR2	0.342239	0.586836	0.761616	0.0	0.0	0.0	PF01064	0	-0.13059659999999995	-0.01563020000000004	0.15619059999999996	0.0	0.0	0.0
BNC2	0.340535	0.272503	0.816543	0.0	0.0	0.0	PF00096	0	-0.0455691333333334	0.0034986666666667054	0.010914866666666523	0.0	0.0	0.0
BOLA3	0.691901	0.541345	0.361847	0.0	0.0	0.0	PF01722	1	0.0	0.0	0.0	1.0	1.0	1.0
BPGM	0.599367	0.539732	0.272492	0.0	0.0	0.0	PF00300	0	-0.013223500000000055	0.021127499999999966	-0.04467899999999997	0.0	0.0	0.0
BPNT2	0.642468	0.519529	0.289088	0.0	0.0	0.0	PF00459	1	0.0	0.0	0.0	1.0	1.0	1.0
BPTF	0.166039	0.147329	0.881512	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BRAF	0.524403	0.626206	0.708514	0.0	0.0	0.0	PF00130	0	-0.03053433333333333	0.007874500000000006	0.18440849999999998	0.0	0.0	0.0
BRAT1	0.473852	0.539822	0.338971	0.0	0.0	0.0	PF02985	0	-0.034987500000000005	-0.0006085000000000118	-0.12381249999999999	0.0	0.0	0.0
BRCA1	0.632525	0.400447	0.555596	0.0	0.0	0.0	PF00533	0	-0.0057114999999999805	-0.07198399999999999	0.15007899999999996	0.0	0.0	0.0
BRCA2	0.621609	0.25272	0.451743	0.0	0.0	0.0	PF09169	1	0.0	0.0	0.0	1.0	1.0	1.0
BRD4	0.169532	0.227883	0.878947	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BRF1	0.636526	0.432608	0.407633	0.0	0.0	0.0	PF07741	1	0.0	0.0	0.0	1.0	1.0	1.0
BRIP1	0.679105	0.352825	0.345552	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BRPF1	0.260253	0.273985	0.810908	0.0	0.0	0.0	PF00439	0	0.03875250000000002	-0.006823500000000038	-0.034187833333333306	0.0	0.0	0.0
BRSK2	0.475058	0.514013	0.714772	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BRWD3	0.184315	0.285379	0.839316	0.0	0.0	0.0	PF00439	0	-0.03718549999999998	0.004570499999999977	-0.005779833333333317	0.0	0.0	0.0
BSCL2	0.632253	0.632253	0.321148	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
BSND	0.649745	0.730722	0.379692	0.0	0.0	0.0	PF15462	1	0.0	0.0	0.0	1.0	1.0	1.0
BTD	0.587943	0.504344	0.356916	0.0	0.0	0.0	PF00795	0	-0.06376100000000007	-0.008095000000000074	0.02188800000000002	0.0	0.0	0.0
BUB1B	0.66981	0.430323	0.363315	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
C12ORF65	0.622559	0.560552	0.372742	1.0	1.0	1.0	PF00472	1	0.0	0.0	0.0	1.0	1.0	1.0
C19ORF12	0.622559	0.560552	0.372742	1.0	1.0	1.0	PF20721	1	0.0	0.0	0.0	1.0	1.0	1.0
C1QA	0.752678	0.602812	0.341299	0.0	0.0	0.0	PF00386	0	-0.04005700000000012	0.0020959999999999868	-0.0046599999999999975	0.0	0.0	0.0
C1QB	0.780194	0.613876	0.34814	0.0	0.0	0.0	PF00386	0	-0.012541000000000024	0.01315999999999995	0.0021809999999999885	0.0	0.0	0.0
C1QBP	0.55713	0.309926	0.35635	0.0	0.0	0.0	PF02330	1	0.0	0.0	0.0	1.0	1.0	1.0
C1QC	0.813078	0.65018	0.302318	0.0	0.0	0.0	PF00386	0	0.02034299999999989	0.04946399999999995	-0.04364100000000004	0.0	0.0	0.0
C1R	0.508219	0.631252	0.463346	0.0	0.0	0.0	PF00431	0	-0.12522333333333335	-0.07056783333333339	0.12650016666666664	0.0	0.0	0.0
C1S	0.692437	0.744275	0.237937	0.0	0.0	0.0	PF00431	0	0.05899466666666664	0.0424551666666666	-0.09890883333333333	0.0	0.0	0.0
C2CD3	0.639221	0.531983	0.436963	0.0	0.0	0.0	PF00168	0	0.0785987142857143	-0.04738264285714289	-0.039947571428571416	0.0	0.0	0.0
C3	0.33415	0.40881	0.527058	0.0	0.0	0.0	PF00207	0	-0.15932949999999996	-0.09389100000000006	0.11424650000000003	0.0	0.0	0.0
CA12	0.714983	0.602998	0.276137	0.0	0.0	0.0	PF00194	0	-0.0008847499999999897	0.036320250000000054	0.002861500000000017	0.0	0.0	0.0
CA2	0.63226	0.448437	0.343041	0.0	0.0	0.0	PF00194	0	-0.08360774999999998	-0.11824075	0.06976549999999998	0.0	0.0	0.0
CA5A	0.778435	0.62154	0.263222	0.0	0.0	0.0	PF00194	0	0.06256724999999996	0.05486225	-0.010053499999999993	0.0	0.0	0.0
CA8	0.737793	0.593736	0.210702	0.0	0.0	0.0	PF00194	0	0.021925250000000007	0.02705825000000006	-0.0625735	0.0	0.0	0.0
CABP2	0.812689	0.841683	0.255946	0.0	0.0	0.0	PF13499	0	0.14788619999999997	0.15900760000000003	-0.1682612	0.0	0.0	0.0
CABP4	0.703514	0.816387	0.370249	0.0	0.0	0.0	PF00036	0	-0.032128000000000045	0.022643666666666618	0.06157833333333329	0.0	0.0	0.0
CACNA1A	0.552398	0.735339	0.581569	0.0	0.0	0.0	PF08763	0	-0.04990059999999996	-0.00979540000000012	0.08682679999999998	0.0	0.0	0.0
CACNA1B	0.591679	0.742776	0.555054	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CACNA1C	0.546193	0.727814	0.586535	0.0	0.0	0.0	PF08763	0	-0.05610559999999987	-0.017320400000000125	0.09179280000000001	0.0	0.0	0.0
CACNA1D	0.585145	0.734326	0.484547	0.0	0.0	0.0	PF08763	0	-0.01715359999999988	-0.010808400000000051	-0.010195200000000015	0.0	0.0	0.0
CACNA1E	0.533168	0.679434	0.60624	0.0	0.0	0.0	PF08763	0	-0.06913059999999993	-0.0657004000000001	0.11149779999999998	0.0	0.0	0.0
CACNA1F	0.794589	0.848759	0.21482	0.0	0.0	0.0	PF08763	0	0.19229040000000008	0.10362459999999996	-0.2799222	0.0	0.0	0.0
CACNA1G	0.550972	0.760776	0.550977	0.0	0.0	0.0	PF00520	0	-0.1383196874999999	-0.03989937499999996	0.15204500000000004	0.0	0.0	0.0
CACNA2D4	0.582069	0.570006	0.442531	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CAD	0.422952	0.393103	0.642353	0.0	0.0	0.0	PF01979	0	-0.11926900000000007	-0.15566100000000005	0.12410199999999993	0.0	0.0	0.0
CALM3	0.74895	0.535362	0.500401	0.0	0.0	0.0	PF13499	0	0.08414719999999998	-0.14731339999999993	0.07619379999999998	0.0	0.0	0.0
CAMK2A	0.520748	0.581529	0.627834	0.0	0.0	0.0	PF08332	0	-0.022087500000000038	-0.0731265000000001	0.007443499999999936	0.0	0.0	0.0
CAMK2B	0.564923	0.727782	0.612947	0.0	0.0	0.0	PF08332	0	0.022087499999999927	0.07312649999999998	-0.007443500000000047	0.0	0.0	0.0
CAMTA1	0.291569	0.297091	0.802488	0.0	0.0	0.0	PF12796	0	-0.23648754545454537	-0.2812557272727273	0.2861264545454546	0.0	0.0	0.0
CANT1	0.588897	0.448078	0.428425	0.0	0.0	0.0	PF06079	1	0.0	0.0	0.0	1.0	1.0	1.0
CAPN1	0.677504	0.67058	0.220045	0.0	0.0	0.0	PF01067	1	0.0	0.0	0.0	1.0	1.0	1.0
CAPN15	0.377422	0.495728	0.565838	0.0	0.0	0.0	PF00648	1	0.0	0.0	0.0	1.0	1.0	1.0
CAPN5	0.689694	0.669531	0.208407	0.0	0.0	0.0	PF00168	0	0.1290717142857143	0.09016535714285712	-0.2685035714285714	0.0	0.0	0.0
CARD14	0.602368	0.595271	0.375567	0.0	0.0	0.0	PF00619	0	0.02698719999999999	-0.07368240000000004	0.020767199999999986	0.0	0.0	0.0
CARD9	0.626246	0.655301	0.371297	0.0	0.0	0.0	PF00619	0	0.050865199999999944	-0.013652400000000009	0.01649719999999999	0.0	0.0	0.0
CARS1	0.638268	0.557884	0.345475	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CARS2	0.664541	0.598432	0.321318	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CASK	0.348695	0.54649	0.727295	0.0	0.0	0.0	PF00625	0	-0.13719033333333336	-0.04839033333333331	0.101078	0.0	0.0	0.0
CASP10	0.759918	0.717981	0.199687	0.0	0.0	0.0	PF01335	1	0.0	0.0	0.0	1.0	1.0	1.0
CASQ2	0.663186	0.48418	0.289769	0.0	0.0	0.0	PF01216	1	0.0	0.0	0.0	1.0	1.0	1.0
CBL	0.687331	0.657189	0.428382	0.0	0.0	0.0	PF02262	1	0.0	0.0	0.0	1.0	1.0	1.0
CBLIF	0.631342	0.61985	0.293617	0.0	0.0	0.0	PF01122	0	-0.006021500000000013	-0.010005000000000042	0.0345395	0.0	0.0	0.0
CBS	0.751061	0.646333	0.249166	0.0	0.0	0.0	PF00571	0	0.08423959999999997	-0.026816199999999957	-0.11354840000000005	0.0	0.0	0.0
CC2D1A	0.695046	0.567768	0.326418	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CC2D2A	0.618487	0.621774	0.332928	0.0	0.0	0.0	PF15625	1	0.0	0.0	0.0	1.0	1.0	1.0
CCBE1	0.740944	0.593635	0.374448	0.0	0.0	0.0	PF01391	0	0.0005228888888888505	-0.04268499999999997	0.023217222222222167	0.0	0.0	0.0
CCDC32	0.66671	0.74847	0.377256	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CCDC39	0.852801	0.66582	0.170329	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CCDC40	0.784966	0.632734	0.224598	0.0	0.0	0.0	PF08647	1	0.0	0.0	0.0	1.0	1.0	1.0
CCDC47	0.597652	0.410918	0.299951	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CCDC8	0.603845	0.677914	0.331676	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CCDC88C	0.727116	0.642966	0.363574	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CCM2	0.585323	0.578263	0.39814	0.0	0.0	0.0	PF16545	1	0.0	0.0	0.0	1.0	1.0	1.0
CCND2	0.405933	0.432326	0.64563	0.0	0.0	0.0	PF02984	0	-0.13997300000000001	-0.10216749999999997	0.1690855	0.0	0.0	0.0
CCNO	0.685879	0.636661	0.307459	0.0	0.0	0.0	PF02984	0	0.13997300000000001	0.10216750000000008	-0.16908550000000006	0.0	0.0	0.0
CCNQ	0.507965	0.65847	0.461341	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CD151	0.799803	0.754071	0.16843	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CD19	0.445388	0.546811	0.53136	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CD247	0.870735	0.758714	0.189557	0.0	0.0	0.0	PF02189	1	0.0	0.0	0.0	1.0	1.0	1.0
CD27	0.727658	0.743577	0.22181	0.0	0.0	0.0	PF00020	0	0.04286699999999999	-0.00548700000000002	-0.07073633333333335	0.0	0.0	0.0
CD36	0.630216	0.573491	0.274827	0.0	0.0	0.0	PF01130	0	0.010300499999999935	-0.02359599999999995	0.03528899999999999	0.0	0.0	0.0
CD40	0.598411	0.745797	0.38762	0.0	0.0	0.0	PF00020	0	-0.08638000000000001	-0.00326700000000002	0.09507366666666667	0.0	0.0	0.0
CD55	0.776357	0.745121	0.207334	0.0	0.0	0.0	PF00084	0	0.059170333333333325	0.029590333333333385	0.012401999999999996	0.0	0.0	0.0
CD59	0.622462	0.585547	0.25777	0.0	0.0	0.0	PF25152	1	0.0	0.0	0.0	1.0	1.0	1.0
CD79B	0.433309	0.602758	0.511814	0.0	0.0	0.0	PF07686	0	-0.18388133333333329	-0.056148666666666625	0.12621100000000002	0.0	0.0	0.0
CD8A	0.712258	0.650539	0.316926	0.0	0.0	0.0	PF07686	0	0.09506766666666666	-0.008367666666666662	-0.06867699999999999	0.0	0.0	0.0
CDC14A	0.775589	0.700689	0.296736	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CDC42	0.614741	0.736425	0.611432	0.0	0.0	0.0	PF00071	0	-0.09855969230769235	0.005421153846153937	0.20123969230769223	0.0	0.0	0.0
CDC45	0.573085	0.260561	0.360433	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CDC6	0.728414	0.320355	0.388376	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CDC73	0.320386	0.328044	0.802941	0.0	0.0	0.0	PF05179	1	0.0	0.0	0.0	1.0	1.0	1.0
CDH1	0.778289	0.795984	0.329017	0.0	0.0	0.0	PF01049	0	0.006418000000000035	0.01645400000000008	0.040138666666666656	0.0	0.0	0.0
CDH23	0.763256	0.735227	0.309074	0.0	0.0	0.0	PF00028	0	0.1646874285714286	0.08565742857142855	-0.18681599999999998	0.0	0.0	0.0
CDH3	0.785411	0.763704	0.261745	0.0	0.0	0.0	PF01049	0	0.013539999999999996	-0.015825999999999896	-0.027133333333333343	0.0	0.0	0.0
CDHR1	0.699663	0.711908	0.383382	0.0	0.0	0.0	PF00028	0	0.10109442857142859	0.06233842857142857	-0.112508	0.0	0.0	0.0
CDK19	0.3752	0.39953	0.788006	0.0	0.0	0.0	PF00069	0	-0.18509820833333335	-0.18157937499999993	0.27040925000000005	0.0	0.0	0.0
CDK4	0.666352	0.699491	0.363983	0.0	0.0	0.0	PF00069	0	0.10605379166666673	0.11838162500000005	-0.15361374999999994	0.0	0.0	0.0
CDK5RAP2	0.694943	0.545558	0.331566	0.0	0.0	0.0	PF23246	1	0.0	0.0	0.0	1.0	1.0	1.0
CDK6	0.5378	0.593025	0.52591	0.0	0.0	0.0	PF00069	0	-0.02249820833333338	0.011915625000000096	0.00831325000000005	0.0	0.0	0.0
CDKL5	0.371611	0.390262	0.811072	0.0	0.0	0.0	PF00069	0	-0.1886872083333333	-0.19084737499999993	0.2934752500000001	0.0	0.0	0.0
CDKN1B	0.37311	0.340046	0.662055	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CDKN1C	0.254165	0.487248	0.717466	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CDKN2A	0.678108	0.868329	0.274503	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CDT1	0.482942	0.297752	0.489837	0.0	0.0	0.0	PF08839	1	0.0	0.0	0.0	1.0	1.0	1.0
CEBPA	0.487765	0.346361	0.748017	0.0	0.0	0.0	PF07716	1	0.0	0.0	0.0	1.0	1.0	1.0
CELF2	0.405762	0.42158	0.837147	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CENPE	0.670858	0.62591	0.321837	0.0	0.0	0.0	PF00225	0	0.026429999999999954	0.015587666666666555	-0.16952866666666666	0.0	0.0	0.0
CENPF	0.742681	0.617292	0.274413	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP104	0.568832	0.474079	0.352231	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP120	0.672954	0.575049	0.36397	0.0	0.0	0.0	PF00168	0	0.11233171428571431	-0.004316642857142838	-0.11294057142857139	0.0	0.0	0.0
CEP135	0.726396	0.575553	0.339196	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP152	0.653592	0.574315	0.361588	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP164	0.689605	0.616433	0.273499	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP290	0.637443	0.572236	0.426455	0.0	0.0	0.0	PF16574	1	0.0	0.0	0.0	1.0	1.0	1.0
CEP41	0.729009	0.505257	0.323221	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP57	0.729793	0.581587	0.380514	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP63	0.65354	0.558776	0.434972	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP78	0.623335	0.639588	0.420326	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP83	0.757706	0.64464	0.314954	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CEP85L	0.682001	0.57415	0.414022	0.0	0.0	0.0	PF24555	1	0.0	0.0	0.0	1.0	1.0	1.0
CERKL	0.550217	0.487807	0.410773	0.0	0.0	0.0	PF19280	1	0.0	0.0	0.0	1.0	1.0	1.0
CERT1	0.627059	0.64413	0.413368	0.0	0.0	0.0	PF00169	0	0.05981924999999999	-0.013116499999999975	-0.11091075	0.0	0.0	0.0
CFAP298	0.590491	0.456191	0.338212	0.0	0.0	0.0	PF11069	1	0.0	0.0	0.0	1.0	1.0	1.0
CFAP300	0.642259	0.343759	0.309485	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CFAP410	0.683639	0.661859	0.368358	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CFAP418	0.547349	0.384992	0.382573	0.0	0.0	0.0	PF14996	1	0.0	0.0	0.0	1.0	1.0	1.0
CFB	0.710906	0.727852	0.206735	0.0	0.0	0.0	PF00084	0	-0.006280666666666601	0.012321333333333406	0.011803000000000008	0.0	0.0	0.0
CFC1	0.681935	0.676816	0.307376	0.0	0.0	0.0	PF09443	1	0.0	0.0	0.0	1.0	1.0	1.0
CFI	0.622114	0.661017	0.273736	0.0	0.0	0.0	PF21286	1	0.0	0.0	0.0	1.0	1.0	1.0
CFL2	0.527439	0.587018	0.349395	0.0	0.0	0.0	PF00241	1	0.0	0.0	0.0	1.0	1.0	1.0
CFTR	0.755959	0.783827	0.359094	0.0	0.0	0.0	PF00664	0	-0.008864750000000088	0.005981750000000008	0.09184075000000003	0.0	0.0	0.0
CHAMP1	0.29915	0.130285	0.82095	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
CHAT	0.686872	0.540297	0.299687	0.0	0.0	0.0	PF00755	0	0.02009800000000006	0.05926600000000004	0.007594999999999963	0.0	0.0	0.0
CHD1	0.311842	0.291337	0.7429	0.0	0.0	0.0	PF18375	0	-0.052528500000000033	0.0018674999999999664	0.013702500000000062	0.0	0.0	0.0
CHD2	0.416899	0.287602	0.715495	0.0	0.0	0.0	PF18375	0	0.05252849999999998	-0.001867500000000022	-0.01370249999999995	0.0	0.0	0.0
CHD4	0.264883	0.286283	0.762335	0.0	0.0	0.0	PF08074	1	0.0	0.0	0.0	1.0	1.0	1.0
CHD7	0.278063	0.23906	0.817982	0.0	0.0	0.0	PF07533	0	-0.0014146666666666752	-0.04454199999999997	0.0025969999999999605	0.0	0.0	0.0
CHD8	0.304856	0.277132	0.788342	0.0	0.0	0.0	PF07533	0	0.025378333333333336	-0.006469999999999976	-0.02704300000000004	0.0	0.0	0.0
CHEK2	0.590202	0.612095	0.436446	0.0	0.0	0.0	PF00498	1	0.0	0.0	0.0	1.0	1.0	1.0
