gene	uniprot_id	ec_numbers	keyword_ids	enzyme_4class	multi_class_flag	uniprot_missing_flag
ASPM				non-enzyme	0	1
ASRGL1				non-enzyme	0	1
ASS1	P00966	6.3.4.5;6;.;3;4;5	KW-0002;KW-0007;KW-0028;KW-0055;KW-0067;KW-0963;KW-0903;KW-0225;KW-0436;KW-0547	non-enzyme	0	0
ASXL1	Q8IXJ9		KW-0002;KW-0025;KW-0156;KW-0989;KW-0479;KW-0539;KW-0597;KW-1267;KW-1185;KW-0678	non-enzyme	0	0
ASXL2				non-enzyme	0	1
ASXL3				non-enzyme	0	1
ATAD3A	Q9NVI7	3.6.1.-	KW-0007;KW-0025;KW-0067;KW-0175;KW-0903;KW-0225;KW-0378;KW-0472;KW-0496;KW-0999	non-enzyme	0	0
ATF6	P18850		KW-0010;KW-0225;KW-0238;KW-0256;KW-0325;KW-0333;KW-1017;KW-0472;KW-0539;KW-1267	non-enzyme	0	0
ATG5	Q9H1Y0		KW-0002;KW-0007;KW-0025;KW-0053;KW-0072;KW-0963;KW-0225;KW-0945;KW-0391;KW-1017	non-enzyme	0	0
ATG7	O95352		KW-0007;KW-0025;KW-0072;KW-0090;KW-0963;KW-0225;KW-1017;KW-0523;KW-0597;KW-0653	non-enzyme	0	0
ATIC	P31939	2;.;1;3;5;4;0	KW-0002;KW-0007;KW-0025;KW-0963;KW-0903;KW-0225;KW-0887;KW-0378;KW-0991;KW-0511	non-enzyme	0	0
ATL1	Q8WXF7	3.6.5.-	KW-0002;KW-0007;KW-0025;KW-0966;KW-0175;KW-0225;KW-0256;KW-0333;KW-0342;KW-0890	non-enzyme	0	0
ATL3	Q6DD88	3.6.5.-	KW-0002;KW-0007;KW-0225;KW-0256;KW-0342;KW-0378;KW-0460;KW-0472;KW-0622;KW-0547	non-enzyme	0	0
ATM	Q13315	2.7.11.1;2;.;7;1	KW-0002;KW-0007;KW-0067;KW-0131;KW-0963;KW-0968;KW-0206;KW-0225;KW-0227;KW-0238	kinase	0	0
ATOH7	Q8N100		KW-0966;KW-0217;KW-0221;KW-0225;KW-0238;KW-0524;KW-0539;KW-1185;KW-0804;KW-0805	non-enzyme	0	0
ATP1A2	P50993	7.2.2.13;7;.;2;1;3	KW-0067;KW-1003;KW-0225;KW-0887;KW-0991;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547	non-enzyme	0	0
ATP1A3	P13637	7.2.2.13;7;.;2;1;3	KW-0002;KW-0025;KW-0067;KW-1003;KW-0209;KW-0225;KW-1023;KW-0887;KW-0991;KW-0406	non-enzyme	0	0
ATP2A1	O14983	7.2.2.10;7;.;2;1;0	KW-0025;KW-0067;KW-0106;KW-0109;KW-0225;KW-1015;KW-0256;KW-0406;KW-0460;KW-0472	non-enzyme	0	0
ATP2A2	P16615	7.2.2.10;7;.;2;1;0	KW-0002;KW-0025;KW-0067;KW-0106;KW-0109;KW-0225;KW-1015;KW-0256;KW-0887;KW-0406	non-enzyme	0	0
ATP2C1	P98194	7.2.2.10;7;.;2;1;0	KW-0002;KW-0025;KW-0067;KW-0106;KW-0109;KW-0225;KW-0333;KW-0406;KW-0460;KW-0472	non-enzyme	0	0
ATP5F1A	P25705		KW-0002;KW-0007;KW-0025;KW-0066;KW-0067;KW-1003;KW-0139;KW-0903;KW-0225;KW-0325	non-enzyme	0	0
ATP5F1D	P30049		KW-0002;KW-0007;KW-0066;KW-0139;KW-0903;KW-0225;KW-0375;KW-0406;KW-0472;KW-0496	non-enzyme	0	0
ATP5F1E	P56381		KW-0002;KW-0007;KW-0066;KW-0139;KW-0225;KW-0375;KW-0378;KW-0406;KW-0472;KW-0496	non-enzyme	0	0
ATP6V0A2				non-enzyme	0	1
ATP6V0C	P27449		KW-0002;KW-0968;KW-0225;KW-0887;KW-0945;KW-0375;KW-0406;KW-0472;KW-1267;KW-1185	non-enzyme	0	0
ATP6V1B1	P15313		KW-0067;KW-1003;KW-0209;KW-0225;KW-0375;KW-0406;KW-0472;KW-0547;KW-1267;KW-1185	non-enzyme	0	0
ATP6V1B2	P21281		KW-0002;KW-0067;KW-1003;KW-0963;KW-0968;KW-0209;KW-0225;KW-0375;KW-0406;KW-0472	non-enzyme	0	0
ATP6V1E1	P36543		KW-0002;KW-0007;KW-0025;KW-1003;KW-0968;KW-0903;KW-0225;KW-0375;KW-0406;KW-0472	non-enzyme	0	0
ATP7A	Q04656	7.2.2.8;7;.;2;8	KW-0002;KW-0025;KW-0067;KW-1003;KW-0966;KW-0186;KW-0187;KW-0963;KW-0225;KW-0256	non-enzyme	0	0
ATP7B	P35670	7.2.2.8;7;.;2;8	KW-0002;KW-0025;KW-0067;KW-0186;KW-0187;KW-0963;KW-0225;KW-0967;KW-0333;KW-0406	non-enzyme	0	0
ATP8A2	Q9NTI2	7.6.2.1;7;.;6;2;1	KW-0025;KW-0067;KW-1003;KW-0966;KW-0160;KW-0225;KW-0967;KW-0333;KW-0991;KW-0445	non-enzyme	0	0
ATP8B1	O43520	7.6.2.1;7;.;6;2;1	KW-0002;KW-0067;KW-1003;KW-0966;KW-0225;KW-0256;KW-0333;KW-1009;KW-0988;KW-0445	non-enzyme	0	0
ATR	Q13535	2.7.11.1;2;.;7;1	KW-0002;KW-0025;KW-0067;KW-0158;KW-0225;KW-0227;KW-0234;KW-0238;KW-0242;KW-0991	kinase	0	0
ATRX	P46100	3.6.4.12;3;.;6;4;1;2	KW-0002;KW-0007;KW-0025;KW-0067;KW-0156;KW-0158;KW-0225;KW-0227;KW-0234;KW-0238	non-enzyme	0	0
ATXN7				non-enzyme	0	1
AUH	Q13825	4.2.1.18;4.2.1.56;4;.;2;1;8;5;6	KW-0002;KW-0007;KW-0025;KW-0101;KW-0903;KW-0225;KW-0456;KW-0496;KW-1267;KW-1185	non-enzyme	0	0
AURKC	Q9UQB9	2.7.11.1;2;.;7;1	KW-0002;KW-0025;KW-0067;KW-0131;KW-0132;KW-0137;KW-0158;KW-0963;KW-0206;KW-0418	kinase	0	0
AUTS2	Q8WXX7		KW-0025;KW-1269;KW-1268;KW-0966;KW-0160;KW-0963;KW-0206;KW-0991;KW-0539;KW-0597	non-enzyme	0	0
B3GALNT2				non-enzyme	0	1
B3GALT6	Q96L58	2.4.1.134;2;.;4;1;3	KW-0225;KW-0242;KW-0248;KW-0325;KW-0328;KW-0333;KW-0464;KW-0472;KW-1267;KW-1185	non-enzyme	0	0
B3GAT3	O94766	2.4.1.135;2;.;4;1;3;5	KW-0002;KW-0025;KW-0225;KW-1015;KW-0325;KW-0333;KW-0464;KW-0472;KW-0479;KW-1267	non-enzyme	0	0
B3GLCT	Q6Y288	2.4.1.-	KW-0119;KW-0900;KW-0242;KW-0256;KW-0294;KW-0325;KW-0328;KW-0472;KW-1267;KW-1185	non-enzyme	0	0
B4GALT1	P15291	2.4.1.-;2.4.1.38;2.4.1.22;2.4.1.90;2.4.1.275;2;.;4;1;3;8;9;0;7;5	KW-0002;KW-0024;KW-1003;KW-0966;KW-0900;KW-0903;KW-0225;KW-1015;KW-0325;KW-0328	non-enzyme	0	0
B4GALT7	Q9UBV7	2.4.1.-;2.4.1.133;2;.;4;1;3	KW-0002;KW-0225;KW-1015;KW-0242;KW-0248;KW-0325;KW-0328;KW-0333;KW-0464;KW-0472	non-enzyme	0	0
B9D1				non-enzyme	0	1
BAG3	O95817		KW-0007;KW-0053;KW-0122;KW-0143;KW-0144;KW-0963;KW-0225;KW-1017;KW-0488;KW-1060	non-enzyme	0	0
BANF1	O75531		KW-0002;KW-0007;KW-0158;KW-0963;KW-0225;KW-0238;KW-0945;KW-0539;KW-1285;KW-0597	non-enzyme	0	0
BAP1	Q92560	3.4.19.12;3;.;4;1;9;2	KW-0002;KW-0156;KW-0158;KW-0175;KW-0963;KW-0217;KW-0221;KW-0225;KW-0378;KW-0991	protease	0	0
BARD1				non-enzyme	0	1
BBIP1				non-enzyme	0	1
BBS1	Q8NFJ9		KW-0002;KW-0007;KW-0025;KW-0083;KW-1003;KW-0966;KW-1186;KW-0969;KW-0970;KW-0963	non-enzyme	0	0
BBS10	Q8TAM1		KW-0067;KW-0083;KW-0966;KW-0143;KW-1186;KW-0225;KW-0991;KW-0547;KW-0550;KW-1267	non-enzyme	0	0
BBS12	Q6ZW61		KW-0083;KW-0966;KW-1186;KW-0969;KW-0225;KW-0991;KW-0550;KW-1267;KW-1185	non-enzyme	0	0
BBS2	Q9BXC9		KW-0083;KW-1003;KW-0966;KW-1186;KW-0969;KW-0970;KW-0175;KW-0963;KW-0206;KW-0225	non-enzyme	0	0
BBS4	Q96RK4		KW-0002;KW-0025;KW-0083;KW-1003;KW-0966;KW-1186;KW-0969;KW-0970;KW-0963;KW-0206	non-enzyme	0	0
BBS5	Q8N3I7		KW-0002;KW-0025;KW-0083;KW-1003;KW-0966;KW-1186;KW-0969;KW-0970;KW-0963;KW-0206	non-enzyme	0	0
BBS7	Q8IWZ6		KW-0007;KW-0025;KW-0083;KW-1003;KW-0966;KW-1186;KW-0969;KW-0970;KW-0963;KW-0206	non-enzyme	0	0
BBS9	Q3SYG4		KW-0002;KW-0025;KW-0083;KW-1003;KW-0966;KW-0160;KW-1186;KW-0969;KW-0970;KW-0963	non-enzyme	0	0
BCAP31				non-enzyme	0	1
BCAS3				non-enzyme	0	1
BCAT2	O15382	2.6.1.42;2;.;6;1;4	KW-0002;KW-0007;KW-0025;KW-0028;KW-0032;KW-0100;KW-0225;KW-0443;KW-0496;KW-1267	non-enzyme	0	0
BCKDHA	P12694	1.2.4.4;1;.;2;4	KW-0002;KW-0007;KW-0025;KW-0903;KW-0225;KW-0466;KW-0479;KW-0496;KW-0560;KW-0597	oxidoreductase	0	0
BCKDHB	P21953	1.2.4.4;1;.;2;4	KW-0002;KW-0007;KW-0025;KW-0903;KW-0225;KW-0443;KW-0466;KW-0496;KW-0560;KW-1267	oxidoreductase	0	0
BCL10	O95999		KW-0002;KW-0007;KW-1064;KW-0053;KW-0160;KW-0963;KW-0225;KW-0391;KW-0399;KW-1017	non-enzyme	0	0
BCL11A	Q9H165		KW-0002;KW-0025;KW-0160;KW-0158;KW-0963;KW-0225;KW-0238;KW-0991;KW-1017;KW-0479	non-enzyme	0	0
BCL11B	Q9C0K0		KW-0007;KW-0025;KW-0225;KW-0991;KW-1017;KW-0479;KW-0488;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
BCOR	Q6W2J9		KW-0002;KW-0007;KW-0025;KW-0040;KW-0156;KW-0225;KW-1017;KW-1013;KW-0539;KW-0597	non-enzyme	0	0
BCS1L	Q9Y276	3.6.1.-	KW-0067;KW-0143;KW-0209;KW-0225;KW-0378;KW-0472;KW-0496;KW-0999;KW-0547;KW-0597	non-enzyme	0	0
BEST1	O76090		KW-0002;KW-0025;KW-0106;KW-1003;KW-0868;KW-0869;KW-0225;KW-0407;KW-0406;KW-0472	non-enzyme	0	0
BFSP1	Q12934		KW-0007;KW-0025;KW-0898;KW-1003;KW-0175;KW-0963;KW-0206;KW-0273;KW-0403;KW-0449	non-enzyme	0	0
BGN	P21810		KW-0993;KW-0903;KW-0225;KW-1015;KW-0242;KW-0272;KW-0325;KW-0433;KW-0654;KW-1267	non-enzyme	0	0
BHLHA9	Q7RTU4		KW-0963;KW-0217;KW-0225;KW-0238;KW-0539;KW-1185;KW-0804;KW-0805	non-enzyme	0	0
BICRA	Q9NZM4		KW-0007;KW-0025;KW-0225;KW-0991;KW-1017;KW-0539;KW-0597;KW-1267;KW-1185;KW-0832	non-enzyme	0	0
BIN1	O00499		KW-0002;KW-0007;KW-0025;KW-1003;KW-0175;KW-0963;KW-0217;KW-0221;KW-0225;KW-0254	non-enzyme	0	0
BLM	P54132	5.6.2.4;5;.;6;2;4	KW-0002;KW-0007;KW-0067;KW-0225;KW-0227;KW-0234;KW-0235;KW-0238;KW-0242;KW-0347	non-enzyme	0	0
BLOC1S3				non-enzyme	0	1
BLOC1S6				non-enzyme	0	1
BMP1	P13497	3.4.24.19;3;.;4;2;1;9	KW-0002;KW-0025;KW-0106;KW-0891;KW-0165;KW-0202;KW-0217;KW-0221;KW-0225;KW-1015	protease	0	0
BMP2	P12643		KW-0002;KW-0891;KW-0165;KW-0202;KW-0217;KW-0221;KW-0225;KW-1015;KW-0242;KW-0325	non-enzyme	0	0
BMP4	P12644		KW-0891;KW-0165;KW-0202;KW-0217;KW-0221;KW-0225;KW-1015;KW-0272;KW-0325;KW-0339	non-enzyme	0	0
BMPER	Q8N8U9		KW-0225;KW-1015;KW-0325;KW-1267;KW-1185;KW-0677;KW-0964;KW-0732	non-enzyme	0	0
BMPR1A	P36894	2.7.11.30;2;.;7;1;3;0	KW-0002;KW-0067;KW-1003;KW-0225;KW-1015;KW-0325;KW-0418;KW-0460;KW-0464;KW-0472	kinase	0	0
BMPR1B	O00238	2.7.11.30;2;.;7;1;3;0	KW-0002;KW-0025;KW-0067;KW-1003;KW-0891;KW-0225;KW-1015;KW-0242;KW-0418;KW-0460	kinase	0	0
BMPR2	Q13873	2.7.11.30;2;.;7;1;3;0	KW-0002;KW-0025;KW-0067;KW-1003;KW-0225;KW-1015;KW-0325;KW-0418;KW-0460;KW-0464	kinase	0	0
BNC2	Q6ZN30		KW-0025;KW-0225;KW-1017;KW-0479;KW-0539;KW-0597;KW-1267;KW-1185;KW-0677;KW-0804	non-enzyme	0	0
BOLA3	Q53S33		KW-0002;KW-0025;KW-0225;KW-0496;KW-1274;KW-1267;KW-1185	non-enzyme	0	0
BPGM	P07738	5.4.2.4;5.4.2.11;5;.;4;2;1	KW-0002;KW-0007;KW-0985;KW-0903;KW-0225;KW-0971;KW-0324;KW-0325;KW-0360;KW-0378	non-enzyme	0	0
BPNT2	Q9NX62	3.1.3.7;3;.;1;7	KW-0007;KW-0225;KW-0325;KW-0333;KW-0378;KW-0460;KW-0472;KW-0479;KW-1267;KW-1185	non-enzyme	0	0
BPTF				non-enzyme	0	1
BRAF	P15056	2.7.11.1;2;.;7;1	KW-0002;KW-0007;KW-0021;KW-0067;KW-0122;KW-1003;KW-0160;KW-0963;KW-0209;KW-0903	kinase	0	0
BRAT1	Q6PJG6		KW-0002;KW-0025;KW-0963;KW-0225;KW-0227;KW-0887;KW-0539;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
BRCA1	P38398	2.3.2.27;2;.;3;7	KW-0002;KW-0007;KW-0010;KW-0024;KW-0025;KW-0131;KW-0158;KW-0963;KW-0903;KW-0225	non-enzyme	0	0
BRCA2	P51587		KW-0002;KW-0131;KW-0963;KW-0206;KW-0225;KW-0227;KW-0233;KW-0234;KW-0238;KW-0923	non-enzyme	0	0
BRD4				non-enzyme	0	1
BRF1	Q92994		KW-0010;KW-0025;KW-0903;KW-0225;KW-0242;KW-0991;KW-0479;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
BRIP1				non-enzyme	0	1
BRPF1	P55201		KW-0002;KW-0007;KW-0010;KW-0025;KW-0103;KW-0156;KW-0158;KW-0963;KW-0225;KW-0238	non-enzyme	0	0
BRSK2				non-enzyme	0	1
BRWD3	Q6RI45		KW-0025;KW-0103;KW-0160;KW-0225;KW-0991;KW-0597;KW-1267;KW-1185;KW-0677;KW-0853	non-enzyme	0	0
BSCL2				non-enzyme	0	1
BSND	Q8WZ55		KW-0910;KW-1003;KW-0209;KW-0225;KW-0449;KW-0472;KW-0564;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
BTD	P43251	3.5.1.12;3;.;5;1;2	KW-0025;KW-0903;KW-0225;KW-0325;KW-0378;KW-1267;KW-1185;KW-0964;KW-0732	non-enzyme	0	0
BUB1B				non-enzyme	0	1
C12ORF65	Q9H3J6		KW-0002;KW-0025;KW-0175;KW-0225;KW-0890;KW-0488;KW-0496;KW-0523;KW-1274;KW-0648	non-enzyme	0	0
C19ORF12	Q9NSK7		KW-0025;KW-0963;KW-0225;KW-0256;KW-0890;KW-0472;KW-0496;KW-0523;KW-1267;KW-1185	non-enzyme	0	0
C1QA	P02745		KW-0002;KW-0176;KW-0180;KW-0903;KW-1015;KW-0325;KW-0945;KW-0379;KW-0391;KW-0399	non-enzyme	0	0
C1QB	P02746		KW-0002;KW-0176;KW-0180;KW-0903;KW-0225;KW-1015;KW-0325;KW-0379;KW-0391;KW-0399	non-enzyme	0	0
C1QBP	Q07021		KW-0002;KW-0007;KW-1064;KW-0053;KW-1003;KW-0180;KW-0963;KW-0903;KW-0225;KW-0227	non-enzyme	0	0
C1QC	P02747		KW-0002;KW-0176;KW-0180;KW-0903;KW-0225;KW-1015;KW-0325;KW-0379;KW-0391;KW-0399	non-enzyme	0	0
C1R	P00736	3.4.21.41;3;.;4;2;1	KW-0002;KW-0068;KW-0180;KW-0903;KW-0225;KW-1015;KW-0245;KW-0248;KW-0325;KW-0378	protease	0	0
C1S	P09871	3.4.21.42;3;.;4;2;1	KW-0002;KW-0106;KW-0180;KW-0903;KW-0225;KW-1015;KW-0245;KW-0248;KW-0325;KW-0378	protease	0	0
C2CD3	Q4AC94		KW-0025;KW-0966;KW-1186;KW-0970;KW-0963;KW-0206;KW-0225;KW-0991;KW-0597;KW-1267	non-enzyme	0	0
C3	P01024		KW-0002;KW-0913;KW-0165;KW-0179;KW-0180;KW-0903;KW-0225;KW-1015;KW-0276;KW-0325	non-enzyme	0	0
CA12	O43570	4.2.1.1;4;.;2;1	KW-0002;KW-0025;KW-1003;KW-0225;KW-1015;KW-0325;KW-0456;KW-0472;KW-0479;KW-1267	non-enzyme	0	0
CA2	P00918	4.2.1.1;4.2.1.69;4;.;2;1;6;9	KW-0002;KW-0007;KW-1003;KW-0963;KW-0903;KW-0225;KW-0456;KW-0472;KW-0479;KW-0987	non-enzyme	0	0
CA5A	P35218	4.2.1.1;4;.;2;1	KW-0903;KW-0225;KW-0456;KW-0479;KW-0496;KW-1267;KW-1185;KW-0809;KW-0862	non-enzyme	0	0
CA8	P35219		KW-0002;KW-0225;KW-0991;KW-0479;KW-0597;KW-1267;KW-1185;KW-0862	non-enzyme	0	0
CABP2	Q9NPB3		KW-0025;KW-0106;KW-1003;KW-0963;KW-0209;KW-0225;KW-0333;KW-1009;KW-0449;KW-0472	non-enzyme	0	0
CABP4	P57796		KW-0025;KW-0106;KW-0966;KW-0963;KW-0225;KW-0479;KW-0597;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
CACNA1A	O00555		KW-0002;KW-0025;KW-0106;KW-0107;KW-0109;KW-1003;KW-0225;KW-1015;KW-0887;KW-0325	non-enzyme	0	0
CACNA1B				non-enzyme	0	1
CACNA1C	Q13936		KW-0002;KW-0025;KW-1269;KW-1268;KW-0992;KW-0106;KW-0107;KW-0109;KW-0112;KW-1003	non-enzyme	0	0
CACNA1D	Q01668		KW-0002;KW-0025;KW-0106;KW-0107;KW-0109;KW-0209;KW-0225;KW-1015;KW-0887;KW-0325	non-enzyme	0	0
CACNA1E	Q15878		KW-0002;KW-0025;KW-0106;KW-0107;KW-0109;KW-0225;KW-1015;KW-0887;KW-0325;KW-0407	non-enzyme	0	0
CACNA1F	O60840		KW-0025;KW-0106;KW-0107;KW-0109;KW-0182;KW-1014;KW-0225;KW-1015;KW-0325;KW-0407	non-enzyme	0	0
CACNA1G	O43497		KW-0002;KW-0025;KW-0106;KW-0107;KW-0109;KW-1003;KW-0963;KW-0225;KW-0325;KW-0407	non-enzyme	0	0
CACNA2D4				non-enzyme	0	1
CAD	P27708	6;.;3;5;1;2;4	KW-0002;KW-0007;KW-0021;KW-0067;KW-0900;KW-0963;KW-0903;KW-0225;KW-0887;KW-0378	non-enzyme	0	0
CALM3	P0DP25		KW-0002;KW-0007;KW-0106;KW-0963;KW-0206;KW-0903;KW-0225;KW-1017;KW-0454;KW-0479	non-enzyme	0	0
CAMK2A	Q9UQM7	2.7.11.17;2;.;7;1	KW-0002;KW-0025;KW-0067;KW-0112;KW-0966;KW-0225;KW-0991;KW-0418;KW-0449;KW-0460	kinase	0	0
CAMK2B	Q13554	2.7.11.17;2;.;7;1	KW-0002;KW-0009;KW-0025;KW-0067;KW-0112;KW-0963;KW-0206;KW-0217;KW-0221;KW-0991	kinase	0	0
CAMTA1	Q9Y6Y1		KW-0002;KW-0010;KW-0025;KW-0040;KW-0963;KW-0991;KW-0539;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
CANT1	Q8WVQ1	3.6.1.6;3;.;6;1	KW-0002;KW-0025;KW-0106;KW-1003;KW-0225;KW-1015;KW-0242;KW-0256;KW-0325;KW-0333	non-enzyme	0	0
CAPN1	P07384	3.4.22.52;3;.;4;2;5	KW-0002;KW-0007;KW-0068;KW-0106;KW-1003;KW-0963;KW-0225;KW-0890;KW-0378;KW-0472	protease	0	0
CAPN15	O75808	3.4.22.-	KW-0025;KW-0209;KW-0378;KW-0479;KW-1013;KW-0597;KW-0645;KW-1267;KW-1185;KW-0677	protease	0	0
CAPN5	O15484	3.4.22.-	KW-0002;KW-0225;KW-0378;KW-0645;KW-1267;KW-1185;KW-0788	protease	0	0
CARD14	Q9BXL6		KW-0025;KW-0053;KW-0175;KW-0963;KW-0225;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
CARD9	Q9H257		KW-0002;KW-1064;KW-0025;KW-0175;KW-0963;KW-0225;KW-0391;KW-0399;KW-1017;KW-0479	non-enzyme	0	0
CARS1				non-enzyme	0	1
CARS2				non-enzyme	0	1
CASK	O14936	2.7.11.1;2;.;7;1	KW-0002;KW-0025;KW-0067;KW-0112;KW-1003;KW-0963;KW-0225;KW-0991;KW-0418;KW-0472	kinase	0	0
CASP10	Q92851	3.4.22.63;3;.;4;2;6	KW-0025;KW-0053;KW-0903;KW-0225;KW-0378;KW-0645;KW-1267;KW-1185;KW-0677;KW-0788	protease	0	0
CASQ2	O14958		KW-0002;KW-0025;KW-0106;KW-0225;KW-0325;KW-0479;KW-0514;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
CBL	P22681	2.3.2.27;2;.;3;7	KW-0002;KW-0106;KW-1003;KW-0966;KW-0963;KW-0225;KW-0333;KW-0472;KW-0479;KW-0597	non-enzyme	0	0
CBLIF	P27352		KW-0002;KW-0025;KW-0170;KW-0171;KW-0225;KW-1015;KW-0325;KW-0406;KW-0597;KW-1267	non-enzyme	0	0
CBS	P35520	4.2.1.22;4;.;2;1	KW-0002;KW-0021;KW-0025;KW-0028;KW-0129;KW-0198;KW-0963;KW-0225;KW-0349;KW-0408	non-enzyme	0	0
CC2D1A				non-enzyme	0	1
CC2D2A	Q9P2K1		KW-0025;KW-0966;KW-1186;KW-0969;KW-0970;KW-0175;KW-0963;KW-0206;KW-0225;KW-0979	non-enzyme	0	0
CCBE1	Q6UXH8		KW-0025;KW-0037;KW-0106;KW-0176;KW-0217;KW-0225;KW-1015;KW-0245;KW-0325;KW-0991	non-enzyme	0	0
CCDC32				non-enzyme	0	1
CCDC39				non-enzyme	0	1
CCDC40	Q4G0X9		KW-0002;KW-0025;KW-0966;KW-1186;KW-0969;KW-0175;KW-0963;KW-1012;KW-0597;KW-0990	non-enzyme	0	0
CCDC47				non-enzyme	0	1
CCDC8				non-enzyme	0	1
CCDC88C				non-enzyme	0	1
CCM2	Q9BSQ5		KW-0002;KW-0025;KW-0963;KW-0217;KW-0903;KW-0225;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
CCND2	P30279		KW-0002;KW-0025;KW-0131;KW-0132;KW-0195;KW-0963;KW-0225;KW-0472;KW-0539;KW-0597	non-enzyme	0	0
CCNO	P22674		KW-0025;KW-0131;KW-0132;KW-1186;KW-0970;KW-0195;KW-0963;KW-0225;KW-0539;KW-0597	non-enzyme	0	0
CCNQ				non-enzyme	0	1
CD151				non-enzyme	0	1
CD19	P15391		KW-0002;KW-1064;KW-0025;KW-1003;KW-1015;KW-0325;KW-0391;KW-0393;KW-0472;KW-0597	non-enzyme	0	0
CD247	P20963		KW-0002;KW-1064;KW-0025;KW-1003;KW-0945;KW-0391;KW-0472;KW-0597;KW-1267;KW-0675	non-enzyme	0	0
CD27	P26842		KW-0002;KW-0053;KW-1003;KW-0903;KW-0225;KW-1015;KW-0325;KW-0472;KW-0597;KW-1267	non-enzyme	0	0
CD36	P16671		KW-0002;KW-0025;KW-0130;KW-1003;KW-0903;KW-0225;KW-1015;KW-0325;KW-0333;KW-1017	non-enzyme	0	0
CD40	P25942		KW-0002;KW-0025;KW-1003;KW-0903;KW-0225;KW-1015;KW-0325;KW-0391;KW-0472;KW-1267	non-enzyme	0	0
CD55	P08174		KW-0002;KW-0025;KW-0095;KW-1003;KW-0180;KW-0903;KW-0225;KW-1015;KW-0325;KW-0336	non-enzyme	0	0
CD59	P13987		KW-0002;KW-0025;KW-1003;KW-0903;KW-0225;KW-1015;KW-0971;KW-0325;KW-0336;KW-0360	non-enzyme	0	0
CD79B	P40259		KW-0002;KW-1064;KW-0025;KW-1003;KW-0903;KW-0225;KW-1015;KW-0325;KW-0391;KW-0393	non-enzyme	0	0
CD8A	P01732		KW-0002;KW-1064;KW-0025;KW-1003;KW-0225;KW-1015;KW-0325;KW-0391;KW-0393;KW-0449	non-enzyme	0	0
CDC14A				non-enzyme	0	1
CDC42	P60953	3.6.5.2;3;.;6;5;2	KW-0002;KW-0025;KW-1003;KW-0966;KW-0963;KW-0206;KW-0221;KW-0903;KW-0225;KW-0325	non-enzyme	0	0
CDC45				non-enzyme	0	1
CDC6				non-enzyme	0	1
CDC73	Q6P1J9		KW-0002;KW-0007;KW-0131;KW-0903;KW-0225;KW-1017;KW-0539;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
CDH1	P12830		KW-0002;KW-0025;KW-0106;KW-0130;KW-0965;KW-1003;KW-0165;KW-0963;KW-0903;KW-0225	non-enzyme	0	0
CDH23	Q9H251		KW-0002;KW-0025;KW-0106;KW-0130;KW-1003;KW-0209;KW-0225;KW-0325;KW-1009;KW-0472	non-enzyme	0	0
CDH3	P22223		KW-0002;KW-0025;KW-0106;KW-0130;KW-1003;KW-0165;KW-0225;KW-0038;KW-0325;KW-1063	non-enzyme	0	0
CDHR1	Q96JP9		KW-0025;KW-0106;KW-0130;KW-1003;KW-0182;KW-0325;KW-0472;KW-1267;KW-0675;KW-1185	non-enzyme	0	0
CDK19	Q9BWU1	2.7.11.22;2;.;7;1	KW-0007;KW-0025;KW-0067;KW-0963;KW-0225;KW-0887;KW-0418;KW-0547;KW-0539;KW-0597	kinase	0	0
CDK4	P11802	2.7.11.22;2;.;7;1	KW-0002;KW-0007;KW-0025;KW-0067;KW-0131;KW-0132;KW-0963;KW-0225;KW-0418;KW-0472	kinase	0	0
CDK5RAP2	Q96SN8		KW-0002;KW-0025;KW-0112;KW-0963;KW-0206;KW-0333;KW-0991;KW-0493;KW-0597;KW-0905	non-enzyme	0	0
CDK6	Q00534	2.7.11.22;2;.;7;1	KW-0002;KW-0007;KW-0067;KW-0131;KW-0132;KW-0966;KW-0963;KW-0206;KW-0221;KW-0225	kinase	0	0
CDKL5	O76039	2.7.11.22;2;.;7;1	KW-0002;KW-0025;KW-0067;KW-0966;KW-0160;KW-0963;KW-0206;KW-0225;KW-0887;KW-0991	kinase	0	0
CDKN1B				non-enzyme	0	1
CDKN1C				non-enzyme	0	1
CDKN2A	P42771		KW-0002;KW-0007;KW-0025;KW-0040;KW-0131;KW-0963;KW-0225;KW-0435;KW-0539;KW-0597	non-enzyme	0	0
CDT1	Q9H211		KW-0002;KW-0131;KW-0132;KW-0137;KW-0158;KW-0225;KW-0235;KW-0242;KW-0995;KW-0498	non-enzyme	0	0
CEBPA	P49715		KW-0002;KW-0007;KW-0010;KW-0024;KW-0217;KW-0225;KW-0238;KW-0945;KW-1017;KW-0539	non-enzyme	0	0
CELF2				non-enzyme	0	1
